,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
144,0-2000-0-86794,CONCEICAO DAS ALAGOAS,N,,Operante,Automatica,-19.98586,0-76-0-3117306000000087, 05,572.54,MG,INMET,A520,-48.151574,2006-07-17T21:00:00.000-03:00
145,0-2000-0-81940,CONCEICAO DO ARAGUAIA,,,Operante,Automatica,-8.30361111,0-76-0-1502707000000419, 02,175.74,PA,INMET,A241,-49.28277777,2008-09-03T21:00:00.000-03:00
146,0-2000-0-86639,CONDE,N,,Operante,Automatica,-12.03583333,0-76-0-2908606000000329, 04,31.9,BA,INMET,A431,-37.68388888,2008-04-06T21:00:00.000-03:00
147,0-2000-0-86822,CORONEL PACHECO,,,Operante,Automatica,-21.54666666,0-76-0-3119609000000485, 05,411.14,MG,INMET,A557,-43.26111111,2012-10-16T21:00:00.000-03:00
148,0-2000-0-86617,CORRENTE,N,,Operante,Automatica,-10.42916666,0-76-0-2202901000000579, 03,452,PI,INMET,A374,-45.17305554,2018-03-27T21:00:00.000-03:00
149,0-2000-0-86671,CORRENTINA,N,,Operante,Automatica,-13.33249999,0-76-0-2909307000000266, 04,551.71,BA,INMET,A416,-44.61749999,2007-11-08T21:00:00.000-03:00
150,0-2000-0-86767,CORUMBA,N,,Operante,Automatica,-18.99666666,0-76-0-5003207000000126, 07,111.73,MS,INMET,A724,-57.63749999,2006-10-25T21:00:00.000-03:00
151,0-2000-0-86619,CORURIPE,N,,Operante,Automatica,-10.1286111,0-76-0-2702306000000422, 03,82.39,AL,INMET,A355,-36.28638888,2008-09-05T21:00:00.000-03:00
152,0-2000-0-86771,COSTA RICA,,,Operante,Automatica,-18.49277777,0-76-0-5003256000000490, 07,727.34,MS,INMET,A760,-53.17138888,2012-12-03T21:00:00.000-03:00
153,0-2000-0-81975,COTRIGUACU,N,,Operante,Automatica,-9.90638888,0-76-0-5103379000000199, 09,265,MT,INMET,A919,-58.57222221,2007-05-27T21:00:00.000-03:00
154,0-2000-0-86770,COXIM,N,,Operante,Automatica,-18.51222222,0-76-0-5003306000000136, 07,251.48,MS,INMET,A720,-54.7361111,2006-11-05T21:00:00.000-03:00
155,0-2000-0-81830,CRATEUS,N,,Operante,Automatica,-5.18666666,0-76-0-2304103000000439, 03,298.19,CE,INMET,A342,-40.67222221,2008-12-10T21:00:00.000-03:00
156,0-2000-0-86737,CRISTALINA,,,Operante,Automatica,-16.78499999,0-76-0-5206206000000280, 10,1211.08,GO,INMET,A036,-47.61305555,2007-12-13T21:00:00.000-03:00
157,0-2000-0-86727,CRISTALINA (FAZENDA SANTA MONICA),N,,Operante,Automatica,-16.39944444,0-76-0-5206206000000570, 10,932,GO,INMET,A056,-47.62583332,2018-01-24T21:00:00.000-03:00
158,0-2000-0-86962,CRUZ ALTA,N,,Operante,Automatica,-28.60344,0-76-0-4306106000000203, 08,426.69,RS,INMET,A853,-53.673597,2007-05-30T21:00:00.000-03:00
159,0-2000-0-86657,CRUZ DAS ALMAS,N,,Operante,Automatica,-12.67555554,0-76-0-2909802000000041, 04,219.76,BA,INMET,A406,-39.08944444,2003-01-18T22:00:00.000-02:00
160,0-2000-0-81881,CRUZEIRO DO SUL,N,,Operante,Automatica,-7.61055555,0-76-0-1200203000000498, 01,220,AC,INMET,A108,-72.6811111,2015-05-13T21:00:00.000-03:00
161,0-2000-0-86705,CUIABA,N,,Operante,Automatica,-15.559295,0-76-0-5108402000000028, 09,241.56,MT,INMET,A901,-56.062951,2002-12-07T22:00:00.000-02:00
162,0-2000-0-81984,CURACA,N,,Operante,Automatica,-9.00138888,0-76-0-2909901000000503, 04,370,BA,INMET,A448,-39.9125,2015-08-19T21:00:00.000-03:00
163,0-2000-0-86933,CURITIBA,N,,Operante,Automatica,-25.4486111,0-76-0-4106902000000046, 08,922.91,PR,INMET,A807,-49.23055554,2003-01-27T22:00:00.000-02:00
164,0-2000-0-86956,CURITIBANOS,N,,Operante,Automatica,-27.2886111,0-76-0-4204806000000296, 08,978.1,SC,INMET,A860,-50.60416666,2008-02-27T21:00:00.000-03:00
165,0-2000-0-86780,CURVELO,N,,Operante,Automatica,-18.747711,0-76-0-3120904000000158, 05,669.48,MG,INMET,A538,-44.453785,2006-12-17T21:00:00.000-03:00
166,0-2000-0-86610,DELFINO,N,,Operante,Automatica,-10.455,0-76-0-2932457000000401, 04,646.24,BA,INMET,A443,-41.20694444,2008-07-14T21:00:00.000-03:00
167,0-2000-0-86861,DIAMANTE DO NORTE,N,,Operante,Automatica,-22.63944444,0-76-0-4107108000000306, 08,368.22,PR,INMET,A849,-52.89027777,2008-03-05T21:00:00.000-03:00
168,0-2000-0-86781,DIAMANTINA,N,,Operante,Automatica,-18.231052,0-76-0-3121605000000209, 05,1359.25,MG,INMET,A537,-43.648269,2007-06-04T21:00:00.000-03:00
169,0-2000-0-86632,DIANOPOLIS,N,,Operante,Automatica,-11.59444444,0-76-0-1707009000000417, 10,727.87,TO,INMET,A038,-46.84722221,2008-08-29T21:00:00.000-03:00
170,0-2000-0-86936,DIONISIO CERQUEIRA,N,,Operante,Automatica,-26.286562,0-76-0-4205001000000372, 08,807.54,SC,INMET,A848,-53.633114,2008-05-30T21:00:00.000-03:00
171,0-2000-0-84821,DIVINOPOLIS,N,,Operante,Automatica,-20.17333332,0-76-0-3122306000000565, 05,796,MG,INMET,A564,-44.87499999,2017-10-25T21:00:00.000-03:00
172,0-2000-0-86927,DOIS VIZINHOS,N,,Operante,Automatica,-25.69916666,0-76-0-4107207000000178, 08,545.95,PR,INMET,A843,-53.09527777,2007-03-28T21:00:00.000-03:00
173,0-2000-0-81782,DOM ELISEU,N,,Operante,Automatica,-4.28055554,0-76-0-1502939000000571, 02,251,PA,INMET,A252,-47.56388888,2018-03-07T21:00:00.000-03:00
174,0-2000-0-86985,DOM PEDRITO,,,Operante,Automatica,-31.0025,0-76-0-4306601000000458, 08,150,RS,INMET,A881,-54.61805554,2010-04-22T21:00:00.000-03:00
175,0-2000-0-86797,DORES DO INDAIA,N,,Operante,Automatica,-19.48194443,0-76-0-3123205000000205, 05,721.09,MG,INMET,A536,-45.59388888,2007-05-31T21:00:00.000-03:00
176,0-2000-0-86858,DOURADOS,N,,Operante,Automatica,-22.19388888,0-76-0-5003702000000118, 07,463.3,MS,INMET,A721,-54.91138888,2006-10-17T21:00:00.000-03:00
177,0-2000-0-84807,DRACENA,N,,Operante,Automatica,-21.45777777,0-76-0-3514403000000529, 07,383,SP,INMET,A762,-51.55222222,2016-11-02T21:00:00.000-03:00
178,0-2000-0-86877,DUQUE DE CAXIAS - XEREM,N,,Operante,Automatica,-22.58972221,0-76-0-3301702000000022, 06,22,RJ,INMET,A603,-43.28222221,2002-10-20T21:00:00.000-03:00
179,0-2000-0-86766,ECOPORANGA,N,,Operante,Automatica,-18.29138888,0-76-0-3202108000000541, 06,224,ES,INMET,A631,-40.73638888,2017-03-16T21:00:00.000-03:00
180,0-2000-0-86754,EDEIA,N,,Operante,Automatica,-17.33694444,0-76-0-5207402000000556, 10,608,GO,INMET,A029,-49.91472222,2017-08-25T21:00:00.000-03:00
181,0-2000-0-81843,EIRUNEPE,N,,Pane,Automatica,-6.65027777,0-76-0-1301407000000483, 01,121.54,AM,INMET,A109,-69.8686111,2012-08-30T21:00:00.000-03:00
182,0-2000-0-86997,ENCRUZILHADA DO SUL,N,,Operante,Automatica,-30.54305555,0-76-0-4306908000000575, 08,427.75,RS,INMET,A893,-52.52472221,2018-03-14T21:00:00.000-03:00
183,0-2000-0-86620,EPITACIOLANDIA,,,Operante,Automatica,-11.02388888,0-76-0-1200252000000455, 01,224.5,AC,INMET,A140,-68.73527777,2009-09-24T21:00:00.000-03:00
184,0-2000-0-86954,ERECHIM,N,,Operante,Automatica,-27.65777777,0-76-0-4307005000000146, 08,777.08,RS,INMET,A828,-52.30583333,2006-11-24T21:00:00.000-03:00
185,0-2000-0-86695,ESPINOSA,N,,Operante,Automatica,-14.91222222,0-76-0-3124302000000273, 05,565.36,MG,INMET,A543,-42.80861111,2007-11-13T21:00:00.000-03:00
186,0-2000-0-81863,ESTREITO,,,Operante,Automatica,-6.65333333,0-76-0-2104057000000293, 02,182.96,MA,INMET,A224,-47.41833332,2008-02-26T21:00:00.000-03:00
187,0-2000-0-86613,EUCLIDES DA CUNHA,,,Operante,Automatica,-10.53722221,0-76-0-2910701000000326, 04,431.96,BA,INMET,A442,-38.99666666,2008-03-30T21:00:00.000-03:00
188,0-2000-0-81716,FAROL de SANTANA,N,,Pane,Automatica,-2.27083332,0-76-0-2105005000000438, 02,9.87,MA,INMET,A217,-43.62416666,2008-11-27T21:00:00.000-03:00
189,0-2000-0-81924,FEIJO,,,Operante,Automatica,-8.14277777,0-76-0-1200302000000454, 01,157.17,AC,INMET,A138,-70.3436111,2009-09-23T21:00:00.000-03:00
190,0-2000-0-86658,FEIRA DE SANTANA,N,,Operante,Automatica,-12.1961111,0-76-0-2910800000000195, 04,229.64,BA,INMET,A413,-38.96749999,2007-05-25T21:00:00.000-03:00
191,0-2000-0-81952,FLORESTA,N,,Operante,Automatica,-8.59888888,0-76-0-2605707000000429, 03,327.42,PE,INMET,A351,-38.58416666,2008-09-14T21:00:00.000-03:00
192,0-2000-0-86798,FLORESTAL,N,,Operante,Automatica,-19.88527777,0-76-0-3126000000000392, 05,753.5,MG,INMET,A535,-44.41694443,2008-06-26T21:00:00.000-03:00
193,0-2000-0-81868,FLORIANO,N,,Operante,Automatica,-6.76138888,0-76-0-2203909000000067, 03,126.39,PI,INMET,A311,-43.00333333,2004-11-17T21:00:00.000-03:00
194,0-2000-0-86958,FLORIANOPOLIS,N,,Operante,Automatica,-27.6025,0-76-0-4216602000000043, 08,4.87,SC,INMET,A806,-48.61999999,2003-01-21T22:00:00.000-02:00
195,0-2000-0-86820,FORMIGA,N,,Operante,Automatica,-20.455,0-76-0-3126109000000094, 05,878.14,MG,INMET,A524,-45.45388888,2006-08-16T21:00:00.000-03:00
196,0-2000-0-86623,FORMOSA DO RIO PRETO,N,,Operante,Automatica,-11.05222222,0-76-0-2911105000000517, 04,488,BA,INMET,A452,-45.20083333,2016-06-01T21:00:00.000-03:00
197,0-2000-0-86629,FORMOSO DO ARAGUAIA,N,,Operante,Automatica,-11.88749999,0-76-0-1708205000000351, 10,215.2,TO,INMET,A039,-49.60833333,2008-04-26T21:00:00.000-03:00
198,0-2000-0-81758,FORTALEZA,N,,Operante,Automatica,-3.81583333,0-76-0-2304400000000057, 03,29.55,CE,INMET,A305,-38.53777777,2003-02-17T21:00:00.000-03:00
199,0-2000-0-86925,FOZ DO IGUACU,N,,Operante,Automatica,-25.60194444,0-76-0-4108304000000288, 08,235.09,PR,INMET,A846,-54.48305554,2008-02-14T21:00:00.000-03:00
200,0-2000-0-86818,FRANCA,N,,Operante,Automatica,-20.58444444,0-76-0-3516200000000031, 07,1002.74,SP,INMET,A708,-47.38249999,2002-12-11T22:00:00.000-02:00
201,0-2000-0-86951,FREDERICO WESTPHALEN,N,,Operante,Automatica,-27.39555555,0-76-0-4308508000000281, 08,489.42,RS,INMET,A854,-53.42944443,2007-12-13T21:00:00.000-03:00
202,0-2000-0-86717,GAMA (PONTE ALTA),N,,Operante,Automatica,-15.93527777,0-76-0-5300108000000496, 10,990,DF,INMET,A046,-48.13749999,2014-09-30T21:00:00.000-03:00
203,0-2000-0-81955,GARANHUNS,N,,Operante,Automatica,-8.91083333,0-76-0-2606002000000222, 03,827.78,PE,INMET,A322,-36.49333333,2007-07-07T21:00:00.000-03:00
204,0-2000-0-86666,GAUCHA DO NORTE,,,Operante,Automatica,-13.18472221,0-76-0-5103858000000377, 09,375.87,MT,INMET,A930,-53.2575,2008-06-03T21:00:00.000-03:00
205,0-2000-0-86941,GENERAL CARNEIRO,,,Operante,Automatica,-26.3986111,0-76-0-4108502000000356, 08,1009.01,PR,INMET,A875,-51.35361111,2008-04-29T21:00:00.000-03:00
206,0-2000-0-81986,GILBUES,N,,Operante,Automatica,-9.87527777,0-76-0-2204402000000447, 03,425.1,PI,INMET,A364,-45.34583333,2009-05-15T21:00:00.000-03:00
207,0-2000-0-86713,GOIANESIA,N,,Operante,Automatica,-15.22027777,0-76-0-5208608000000206, 10,667.01,GO,INMET,A022,-48.98999999,2007-06-01T21:00:00.000-03:00
208,0-2000-0-86734,GOIANIA,N,,Operante,Automatica,-16.64277777,0-76-0-5208707000000007, 10,727.3,GO,INMET,A002,-49.22027777,2001-05-28T21:00:00.000-03:00
209,0-2000-0-86712,GOIAS,N,,Pane,Automatica,-15.93972221,0-76-0-5208905000000232, 10,512.86,GO,INMET,A014,-50.14138888,2007-07-17T21:00:00.000-03:00
210,0-2000-0-86917,GOIOERE,N,,Operante,Automatica,-24.18388888,0-76-0-4108601000000119, 08,481,PR,INMET,A825,-53.04888888,2006-10-18T21:00:00.000-03:00
211,0-2000-0-86783,GOVERNADOR VALADARES,N,,Operante,Automatica,-18.830354,0-76-0-3127701000000197, 05,198.24,MG,INMET,A532,-41.977007,2007-05-26T21:00:00.000-03:00
212,0-2000-0-81823,GRAJAU,N,,Operante,Automatica,-5.81611111,0-76-0-2104800000000425, 02,232.29,MA,INMET,A207,-46.16222222,2008-09-09T21:00:00.000-03:00
213,0-2000-0-86694,GUANAMBI,N,,Pane,Automatica,-14.20805555,0-76-0-2911709000000347, 04,552.23,BA,INMET,A426,-42.74972221,2008-04-23T21:00:00.000-03:00
214,0-2000-0-86782,GUANHAES,N,,Operante,Automatica,-18.78694444,0-76-0-3128006000000207, 05,852.68,MG,INMET,A533,-42.94305555,2007-06-01T21:00:00.000-03:00
215,0-2000-0-81797,GUARAMIRANGA,N,,Pane,Automatica,-4.22916666,0-76-0-2305100000000194, 03,865.53,CE,INMET,A314,-38.95888888,2007-05-25T21:00:00.000-03:00
216,0-2000-0-81979,GUARANTA DO NORTE,N,,Operante,Automatica,-9.9525,0-76-0-5104104000000040, 09,283.58,MT,INMET,A906,-54.89777777,2002-12-19T22:00:00.000-02:00
217,0-2000-0-86757,GUARDA-MOR,N,,Operante,Automatica,-17.56138888,0-76-0-3128600000000225, 05,997.01,MG,INMET,A546,-47.19916666,2007-07-10T21:00:00.000-03:00
218,0-2000-0-86729,GUIRATINGA,,,Operante,Automatica,-16.34166666,0-76-0-5104203000000282, 09,525.43,MT,INMET,A932,-53.76611111,2008-01-23T21:00:00.000-03:00
219,0-2000-0-86630,GURUPI,N,,Operante,Automatica,-11.74499999,0-76-0-1709500000000161, 10,274,TO,INMET,A019,-49.05166666,2006-12-19T21:00:00.000-03:00
220,0-2000-0-81890,HUMAITA,,,Operante,Automatica,-7.5525,0-76-0-1301704000000349, 01,53.56,AM,INMET,A112,-63.07138888,2008-04-24T21:00:00.000-03:00
221,0-2000-0-81954,IBIMIRIM,N,,Operante,Automatica,-8.50944444,0-76-0-2606606000000436, 03,434.23,PE,INMET,A349,-37.71166666,2008-10-13T21:00:00.000-03:00
222,0-2000-0-86821,IBIRITE (ROLA MOCA),,,Operante,Automatica,-20.03138888,0-76-0-3129806000000378, 05,1198.82,MG,INMET,A555,-44.01111111,2008-06-05T21:00:00.000-03:00
223,0-2000-0-86974,IBIRUBA,,,Operante,Automatica,-28.65333333,0-76-0-4310009000000491, 08,455.27,RS,INMET,A883,-53.11194444,2012-12-12T21:00:00.000-03:00
224,0-2000-0-86843,IBITINGA,N,,Operante,Automatica,-21.85555555,0-76-0-3519600000000267, 07,496.75,SP,INMET,A737,-48.79972221,2007-11-08T21:00:00.000-03:00
225,0-2000-0-86653,IBOTIRAMA,N,,Operante,Automatica,-12.19305555,0-76-0-2913200000000355, 04,425.12,BA,INMET,A439,-43.21333333,2008-04-27T21:00:00.000-03:00
226,0-2000-0-86897,ICARAIMA,N,,Pane,Automatica,-23.39027777,0-76-0-4109906000000139, 08,381.29,PR,INMET,A824,-53.63583333,2006-11-15T21:00:00.000-03:00
227,0-2000-0-86923,IGUAPE,N,,Operante,Automatica,-24.67166666,0-76-0-3520301000000088, 07,2.7,SP,INMET,A712,-47.54583333,2006-07-19T21:00:00.000-03:00
228,0-2000-0-81873,IGUATU,N,,Operante,Automatica,-6.39638888,0-76-0-2305506000000200, 03,221.56,CE,INMET,A319,-39.26888888,2007-05-29T21:00:00.000-03:00
229,0-2000-0-86699,ILHEUS,N,,Operante,Automatica,-14.65888888,0-76-0-2913606000000045, 04,80.21,BA,INMET,A410,-39.18138888,2003-01-24T22:00:00.000-02:00
230,0-2000-0-81822,IMPERATRIZ,N,,Operante,Automatica,-5.55583333,0-76-0-2105302000000299, 02,117.96,MA,INMET,A225,-47.45972222,2008-02-29T21:00:00.000-03:00
231,0-2000-0-86929,INACIO MARTINS,N,,Operante,Automatica,-25.567879,0-76-0-4110201000000117, 08,1208.85,PR,INMET,A823,-51.077946,2006-10-15T21:00:00.000-03:00
232,0-2000-0-86946,INDAIAL,N,,Operante,Automatica,-26.91361111,0-76-0-4207502000000080, 08,72.24,SC,INMET,A817,-49.26805554,2006-07-01T21:00:00.000-03:00
233,0-2000-0-81837,IPANGUACU,N,,Operante,Automatica,-5.53499999,0-76-0-2404705000000568, 03,19,RN,INMET,A372,-36.87222221,2017-11-07T21:00:00.000-03:00
234,0-2000-0-86698,IPIAU,,,Operante,Automatica,-14.17138888,0-76-0-2913903000000452, 04,132.11,BA,INMET,A445,-39.69249999,2009-06-29T21:00:00.000-03:00
235,0-2000-0-86731,IPORA,N,,Operante,Automatica,-16.42305554,0-76-0-5210208000000493, 10,610.41,GO,INMET,A028,-51.14888888,2013-06-23T21:00:00.000-03:00
236,0-2000-0-86635,IRECE,N,,Operante,Automatica,-11.328998,0-76-0-2914604000000325, 04,768.42,BA,INMET,A424,-41.864504,2008-03-30T21:00:00.000-03:00
237,0-2000-0-86601,ITABAIANA,N,,Pane,Automatica,-10.67166666,0-76-0-2802908000000544, 04,213,SE,INMET,A451,-37.47138888,2017-04-23T21:00:00.000-03:00
238,0-2000-0-86638,ITABAIANINHA,N,,Operante,Automatica,-11.27249999,0-76-0-2803005000000191, 04,204.8,SE,INMET,A417,-37.79499999,2007-05-22T21:00:00.000-03:00
239,0-2000-0-86656,ITABERABA,N,,Operante,Automatica,-12.52416666,0-76-0-2914703000000048, 04,250.11,BA,INMET,A408,-40.29972221,2003-01-28T22:00:00.000-02:00
240,0-2000-0-81733,ITACOATIARA,,,Operante,Automatica,-3.13333333,0-76-0-1301902000000340, 01,41.54,AM,INMET,A121,-58.48277777,2008-04-16T21:00:00.000-03:00
241,0-2000-0-81778,ITAITUBA,N,,Operante,Automatica,-4.27694443,0-76-0-1503606000000290, 02,24.46,PA,INMET,A231,-55.99305555,2008-02-16T21:00:00.000-03:00
242,0-2000-0-86948,ITAJAI,,,Operante,Automatica,-26.95083333,0-76-0-4208203000000461, 08,9.76,SC,INMET,A868,-48.76194444,2010-06-23T21:00:00.000-03:00
243,0-2000-0-86760,ITAMARAJU,N,,Operante,Automatica,-17.00694444,0-76-0-2915601000000514, 04,110,BA,INMET,A455,-39.55805555,2016-05-27T21:00:00.000-03:00
244,0-2000-0-86742,ITAOBIM,N,,Operante,Automatica,-16.57555554,0-76-0-3133303000000251, 05,271.63,MG,INMET,A550,-41.48555555,2007-09-04T21:00:00.000-03:00
245,0-2000-0-86689,ITAPACI,N,,Pane,Automatica,-14.97972221,0-76-0-5210901000000173, 10,551,GO,INMET,A015,-49.53944444,2007-02-02T21:00:00.000-03:00
246,0-2000-0-86723,ITAPETINGA,,,Operante,Automatica,-15.24472221,0-76-0-2916401000000450, 04,271.48,BA,INMET,A446,-40.22944443,2009-06-24T21:00:00.000-03:00
247,0-2000-0-86905,ITAPEVA,N,,Operante,Automatica,-23.98194443,0-76-0-3522406000000090, 07,743.33,SP,INMET,A714,-48.88583333,2006-07-24T21:00:00.000-03:00
248,0-2000-0-81756,ITAPIPOCA,N,,Operante,Automatica,-3.48416666,0-76-0-2306405000000421, 03,104.49,CE,INMET,A359,-39.5886111,2008-09-04T21:00:00.000-03:00
249,0-2000-0-86869,ITAPIRA,N,,Operante,Automatica,-22.415,0-76-0-3522604000000263, 07,634.89,SP,INMET,A739,-46.80527777,2007-11-04T21:00:00.000-03:00
250,0-2000-0-86947,ITAPOA,N,,Operante,Automatica,-26.08138888,0-76-0-4208450000000210, 08,6.18,SC,INMET,A851,-48.64166666,2007-06-05T21:00:00.000-03:00
251,0-2000-0-81907,ITAPORANGA,N,,Operante,Automatica,-7.31833332,0-76-0-2507002000000567, 03,292,PB,INMET,A373,-38.14083333,2017-11-02T21:00:00.000-03:00
252,0-2000-0-86896,ITAQUIRAI,,,Operante,Automatica,-23.44944444,0-76-0-5004601000000367, 07,337.82,MS,INMET,A752,-54.18194443,2008-05-27T21:00:00.000-03:00
253,0-2000-0-81636,ITAUBAL,N,,Operante,Automatica,0.56777777,0-76-0-1600253000000554, 02,21,AP,INMET,A251,-50.8236111,2017-08-23T21:00:00.000-03:00
254,0-2000-0-86748,ITIQUIRA,,,Pane,Automatica,-17.17499999,0-76-0-5104609000000414, 09,593.12,MT,INMET,A933,-54.50166666,2008-08-13T21:00:00.000-03:00
255,0-2000-0-86674,ITIRUCU,N,,Pane,Automatica,-13.52777777,0-76-0-2916906000000053, 04,757.42,BA,INMET,A407,-40.11972221,2003-02-08T22:00:00.000-02:00
256,0-2000-0-86775,ITUIUTABA,N,,Operante,Automatica,-18.95277777,0-76-0-3134202000000076, 05,540.08,MG,INMET,A512,-49.52499999,2006-05-11T21:00:00.000-03:00
257,0-2000-0-86774,ITUMBIARA,N,,Operante,Automatica,-18.40972222,0-76-0-5211503000000261, 10,491.17,GO,INMET,A035,-49.19194444,2007-10-31T21:00:00.000-03:00
258,0-2000-0-86957,ITUPORANGA,,,Operante,Automatica,-27.41833332,0-76-0-4208500000000303, 08,479.79,SC,INMET,A863,-49.64694444,2008-03-03T21:00:00.000-03:00
259,0-2000-0-86817,ITUVERAVA,,,Operante,Automatica,-20.35972222,0-76-0-3524105000000403, 07,610.58,SP,INMET,A753,-47.77527777,2008-07-16T21:00:00.000-03:00
260,0-2000-0-86930,IVAI,N,,Pane,Automatica,-25.01083333,0-76-0-4111407000000082, 08,803.58,PR,INMET,A818,-50.85388888,2006-07-10T21:00:00.000-03:00
261,0-2000-0-86860,IVINHEMA,N,,Operante,Automatica,-22.30055555,0-76-0-5004700000000052, 07,377.36,MS,INMET,A709,-53.82277777,2003-02-07T22:00:00.000-02:00
262,0-2000-0-86636,JACOBINA,,,Operante,Automatica,-11.205,0-76-0-2917508000000357, 04,440.78,BA,INMET,A440,-40.465,2008-04-30T21:00:00.000-03:00
263,0-2000-0-86996,JAGUARAO,N,,Operante,Automatica,-32.53472221,0-76-0-4311007000000169, 08,31.48,RS,INMET,A836,-53.37583332,2007-01-08T21:00:00.000-03:00
264,0-2000-0-81833,JAGUARIBE,N,,Operante,Automatica,-5.90555555,0-76-0-2306900000000426, 03,149.31,CE,INMET,A358,-38.62777777,2008-09-09T21:00:00.000-03:00
265,0-2000-0-81798,JAGUARUANA,,,Operante,Automatica,-4.83777777,0-76-0-2307007000000269, 03,12,CE,INMET,A339,-37.69972221,2007-11-09T21:00:00.000-03:00
266,0-2000-0-86814,JALES,N,,Operante,Automatica,-20.165,0-76-0-3524808000000242, 07,460.44,SP,INMET,A733,-50.59499999,2007-08-21T21:00:00.000-03:00
267,0-2000-0-86710,JANUARIA,N,,Pane,Automatica,-15.44805555,0-76-0-3135209000000521, 05,468,MG,INMET,A559,-44.36638888,2016-06-22T21:00:00.000-03:00
268,0-2000-0-86902,JAPIRA,,,Operante,Automatica,-23.77333332,0-76-0-4109708000000297, 08,692.88,PR,INMET,A871,-50.18055554,2008-02-28T21:00:00.000-03:00
269,0-2000-0-86835,JARDIM,,,Operante,Automatica,-21.4786111,0-76-0-5005004000000474, 07,252.47,MS,INMET,A758,-56.13777777,2011-08-03T21:00:00.000-03:00
270,0-2000-0-86752,JATAI,N,,Operante,Automatica,-17.9236111,0-76-0-5211909000000190, 10,670.08,GO,INMET,A016,-51.71749999,2007-05-22T21:00:00.000-03:00
271,0-2000-0-86605,JEREMOABO,N,,Operante,Automatica,-10.08083332,0-76-0-2918100000000499, 04,261,BA,INMET,A450,-38.34583333,2015-08-12T21:00:00.000-03:00
